"380","CE-380","Introduction to Neural Networks using Metlab 6.0","S.N.Shivnandam","TMH"
"381","CE-381","Taub's Principles of Communication Systems","Herbet Taub","TMH"
"382","CE-382","Theory of Computation","Mrs Anuradha A.","Technical Publication"
"383","CE-383","Software Engineering","Mrs Anuradha A.","Technical Publication"
"384","CE-384","Information Security","Vilas S Bagad","Technical Publication"
"385","CE-385","Advanced Computer Architecture","Kai Hwang & Naresh Jotwani","TMH"
"386","CE-386","Real Time Systems","C.M.Krishna","TMH"
"387","CE-387","Data Warhousing ,Data Mining","Alex Berson","TMH"
"388","CE-388","Advanced Microprocessor and Lang Prog","K Uday Kumar","TMH"
"389","CE-389","Advanced Microprocessor and Lang Prog","K Uday Kumar","TMH"
"390","CE-390","Data Structures with Java","John R Husbbond","TMH"
"391","CE-391","Web Application Development","A A Puntambekar","TMH"
"392","CE-392","System Programming","A A Puntambekar","TMH"
"393","CE-393","Neural Network fundamentals with graphs,Algorithms & APP","N.K.Bose and P Liang","TMH"
"394","CE-394","Mastering C","K R Venugopal","TMH"
"395","CE-395","An Introduction to Data Structures with Application","Jeen-Paul Tremblay","TMH"
"396","CE-396","An Introduction to Data Structures with Application","Jeen-Paul Tremblay","TMH"
"397","CE-397","Design & Analysis And Algorithm ","Hari Mohan Pandey","USP"
"398","CE-398","Introduction to Database Mgmt System","satinder bal Gupta","USP"
"399","CE-399","Mastering Data structure system through 'c' Language","J.B Dixit","USP"
"400","CE-400","Computer programming and utilization","J B Dixit","USP"
"401","CE-401","Optical Fiber Communication","John M Seniar","PHI"
"402","CE-402","Network Analysis","M . E Van Valkonbg","PHI"
"403","CE-403","Modem Digital & Analog Communication System","B.P Latni & Zhi Dirg","Oxford university press"
"404","CE-404","Digital Image Processing","S Jayaraman, S Esakkirajan","MCGraw Hill"
"405","CE-405","Programming in C ","Pradip Day & Manas Ghosh","Oxford"
"406","CE-406","Fundamentals of Digital Logic with VHDL Design","Stephen Brown and Zvonko Vranesic","MCGraw Hill"
"407","CE-407","Red Hat System Administration I","Official Trainning and Certification Program",
"408","CE-408","Red Hat System Administration II","Official Trainning and Certification Program",
"409","CE-409","Red Hat System Administration III","Official Trainning and Certification Program",
"410","CE-410","Artificial Inteligence","Kalvin Rich and Kevin Knight","MCGraw Hill"
"411","CE-411","Web Technology Theory and Practice","M.Shrinivasan","Pearson"
"412","CE-412","India's Best Engineering Institutes 2011","Vol-III","Dalal Street"
"413","CE-413","Introduction of languages and Theory of Computation","J.C.Martin","TMH"
"414","CE-414","Formal Language and Automata Theory","K.C.NAGPAL","Oxford"
"415","CE-415","Real Time UML","Douglass","pearson"
"416","CE-416","Web Technology Theory and Practice","M.Shrinivasan","pearson"
"417","CE-417","Embedded System","Lyla B Das","Pearson"
"418","CE-418","Agile Analytics","Ken Collier","Pearson"
"419","CE-419","Essential Skills for the Agile Developer","Alan S","Pearson"
"420","CE-420","Asp.NET Dynamic Data","Oleg Sych","Pearson"
"421","CE-421","The C# Programming Language","Anders Hejlsberg","Pearson"
"422","CE-422","Programming in C ","Ashok N Kamthane","PeArson"
"423","CE-423","Human-Computer Interaction","Alan Dix","PeArson"
"424","CE-424","Advance Computer Architecture","Dezso Sima","Pearson"
"425","CE-425","Introductory Combinatronics","Rechard A Brudle","Pearson"
"426","CE-426","Cryptography and Network Security","ITL Education Solution Ltd","Xpress Learning"
"427","CE-427","Introduction to Database Systems","ITL Education Solution Ltd","Pearson"
"428","CE-428","Database Management Systems","ITL Education Solution Ltd","Xpress Learning"
"429","CE-429","Discrete Mathematics","John Dossey,Otto","Pearson"
"430","CE-430","OPerating System","Flyne","cengage"
"431","CE-431","Software Engineering","Ashok Mohanty","PeArson"
"432","CE-432","Embedded System","Lyla B Das","PeArson"
"433","CE-433","Embedded System","Lyla B Das","PeArson"
"434","CE-434","Embedded System","Raj  Kamal","TMH"
"435","CE-435","Mobile Computing","Raj  Kamal","Oxford"
"436","CE-436","Mobile Computing","Asoke Talukder","TMH"
"437","CE-437","Operating Systems","P Chakraborty","Jaico Publication"
"438","CE-438","Wireless Communication and Networks 3G and Beyond","ITI SAHA MISHRA","TMH"
"439","CE-439","Introduction to Embeded Systems","Shibu K V ","TMH"
"440","CE-440","Embedded System","Raj  Kamal","TMH"
"441","CE-441","ASP.NET with C#","Syam Chavda","Nirav Prakashan"
"442","CE-442","Programming with C#","Syam Chavda","Nirav Prakashan"
"443","CE-443","Conceptual Teaching with Internet and Java Technology","Prashant Dolia","Nirav Prakashan"
"444","CE-444","Database Sytems Concepts Design and SQL for Oracle 10g","Archit Vohra","Nirav Prakashan"
"445","CE-445","SQL & PL/SQL","Anjali Jivani & Amisha Shingala","Nirav Prakashan"
"446","CE-446","Database Concepts SQL & PL/SQL Programming ","Prashant Dolia","Nirav Prakashan"
"447","CE-447","Efficient Programming Practice in C","Prashant Dolia","Nirav Prakashan"
"448","CE-448","Introduction to Neural Network,Fuzzy Logic and Genetic Algorithms","Sudarshan K Valluru","Jaico Publication"
"449","CE-449","Introduction to Artificial Neural Systems","Jacek M Zurada","Jaico Publication"
"450","CE-450","Understanding Linux Kernel","Daniel Bovel and Marco Casati","O'Reilly"
"451","CE-451","The UNIX Programming Environment ","Brian W Kerninghan and Rob Pike","PHI"
"452","CE-452","Design and Analysis of Algorithms","R. Panneershelvam","PHI"
"453","CE-453","Introduction to Agorithms","Thomas H Coremen","PHI"
"454","CE-454","Introduction to Embedded System","Shibhu k v","Tata McGrawHill"
"455","CE-455","Teach Yourself C++","Herbet Schildt","TMH"
"456","CE-456","Special Edition using JAVA2 Platform","Joseph L Weber","QUE"
"457","CE-457","Embedded RealTime Systems Programming","Sriram V Iyer and Pankaj Gupta","TMH"
"458","CE-458","An Embedded Software Primer","David E Simon ","PeArson"
"459","CE-459","Problems and Solution in Digital Logic and Computer Design","G.K.Publisher","G.K.Publisher"
"460","CE-460","Fundamental of Software Engineering","Rajib Mall","PHI"
"461","CE-461","Mobile Commputing","Raj  Kamal","Oxford"
"462","CE-462","BEA Web Logic Workshop 8.1","Kick Start","PeArson"
"463","CE-463","Eclipse 2 for Java Developers","Berthold Daum","Wiley dremtech"
"464","CE-464","Introduction of languages and Theory of Computation","John C Martin","TMGH company"
"465","CE-465"," Data Structures,Algorithms,AND OBJECT Oriented Programming","Gregory L Heileman","TMGH company"
"466","CE-466","Design Patterns for Object-Oriented Software Development","Wolfgang pree","ACM Press"
"467","CE-467","DATA Structures in C++","N.S.Kutti","PHI"
"468","CE-468","Data Structures with Java","John R Husbbond","THI-Edition"
"469","CE-469","Embedded Systems ","Design and Applications with the 68HC12 and HCS12","PeArson"
"470","CE-470","Embedded Microcontrollers and processor Design","Greg Osborn","PeArson"
"471","CE-471","System Simulation and Modeling","Sankar Sengupta","PeArson"
"472","CE-472","DataBase Systems Models,Languages,Design and Application Programming","Ramez Elmarsi and Shamkant B Navathe","PeArson"
"473","CE-473","Programming in C","Ashok N Kamthane","PeArson"
"474","CE-474","Management Information Systems","Kenneth C Laudon","PeArson"
"475","CE-475","Introduction to C Programming","Reema Thareja","Oxford"
"476","CE-476","Developing Web Application ","M.T.Savaliya","Wiley"
"477","CE-477","C# 2010 Programming","Deital","PeArson"
"478","CE-478","An Illustrated Retelling of the MAHABHARATA","Devdutt Patnaik","Penguin India"
"479","CE-479","Compilers Principle and Practise","Parag Dave","PeArson"
"480","CE-480","The class of JAVA","Pravin M Jain","PeArson"
"481","CE-481","Operating Systems Concepts","P.S.Gill","FireWall Media"
"482","CE-482"," Introduction to C programming","Reema Thareja","Oxford"
"483","CE-483","Introduction to .NET","Mosin Hasan","Dhanpat Rai & Co."
"484","CE-484","Object Oriented Systems and Techniques with UML and JAVA","Udit Agarwal","Dhanpat Rai & Co."
"485","CE-485","Computer Networks","Udit Agarwal","Dhanpat Rai & Co."
"486","CE-486","Programming in ANSI C 4th Edition","E  Balaguruswamy","TMGH company"
"487","CE-487","Compiler Construction","K V N SUNITHA","PeArson"
"488","CE-488","The C# Programming Language","Anders Hejlsberg","PeArson"
"489","CE-489","Asp.net Dynamic Data","Oleg Sych","PeArson"
"490","CE-490","Agile Analytics","Ken Collier","PeArson"
"491","CE-491","Essential Skills for the Agile Developer","Alan Shalloway","PeArson"
"492","CE-492","Software Engineering","Jibitesh Mishra","PeArson"
"493","CE-493","Data Communication & Networkig","Forouzan","MCGraw Hill"
"494","CE-494","Introduction to the Design and analysis of Algorithms ","R.C.T. Lee","MCGraw Hill"
"495","CE-495","Introduction to the Design and analysis of Algorithms ","R.C.T. Lee","MCGraw Hill"
"496","CE-496","The Complete Reference J2EE","Jim Keogh","MCGraw Hill"
"497","CE-497","Operating Systems","Dhananjay M Dhamdhere","MCGraw Hill"
"498","CE-498","Introduction of languages and Theory of Computation","John C Martin","MCGraw Hill"
"499","CE-499","Elements of Discrete Mathematics","C.L.Liu","MCGraw Hill"
"500","CE-500","Microprocessor & Interfacing","N.Senthil Kumar","Oxford"
"501","CE-501","Introduction to Parrallel computing","W.P.Peterson","Oxford"
"502","CE-502","Advanced Microprocessor and Interfacing","Badri Ram","MCGraw Hill"
"503","CE-503","Advanced Microprocessor and Interfacing","Badri Ram","MCGraw Hill"
"504","CE-504","Operating Systems","Dhananjay M Dhamdhere","MCGraw Hill"
"505","CE-505","Object Oriented Analysis and Design Using UML","D Jeya Mala and S Geetha","MCGraw Hill"
"506","CE-506","8085 Microprocessor And Its Applications","A Nagoor Kani","MCGraw Hill"
"507","CE-507","8086 Microprocessor And Its Application","A Nagoor Kani","MCGraw Hill"
"508","CE-508","A first course in Artificial Intelligence","Deepak Khemani","MCGraw Hill"
"509","CE-509","ARtificial Inteligence","Elaine Ritch & Shrishankar B Nair","MCGraw Hill"
"510","CE-510","Data Structures Through C","G S Baluja","Dhanpat Rai & Co."
"511","CE-511","Introduction to .NET","Mosin Hasan","Dhanpat Rai & Co."
"512","CE-512","Mobiles and Wireless Communication","Vipul Dixit","Dhanpat Rai & Co."
"513","CE-513","An Introduction to Compiler Design","Udit Agarwal","Dhanpat Rai & Co."
"514","CE-514","Data Structures Through C","G S Baluja","Dhanpat Rai & Co."
"515","CE-515","Introduction to Soft Computing","Ashish Kumar Mishra","Dhanpat Rai & Co."
"516","CE-516","Algorithm Design And Analysis","Udit Agarwal","Dhanpat Rai & Co."
"517","CE-517","Let Us C","Yashwant Kanitkar","BPB Publication"
"518","CE-518","Software Engineering","Roger S Pressman","MCGraw Hill"
"519","CE-519","Software Engineering","K.K. Agrawal & Yogesh Singh","New Age international Pubishers"
"520","CE-520","Computer Fundamentals","B Ram & Sanjay Kumar","New Age international Pubishers"
"521","CE-521","Data Structures and algorithms","G A Vijayalakshmi pai","MCGraw Hill"
"522","CE-522","Data Structures using C","E  Balaguruswamy","MCGraw Hill"
"523","CE-523","Computer Networks","J S Katre","Tech-Max Publication"
"524","CE-524","Object Oriented Programming using C++","Harish Narula","Tech-Max Publication"
"525","CE-525","Numerical and Statistical Methods for Computer Engineering","Dr A B Auti ","Tech-Max Publication"
"526","CE-526","Introduction to data structure with applications","Trembly sorenson","Tata McGrawHill"
"527","CE-527","F.P. Operating system concept","Volume-1","Campus connect-Infosys"
"528","CE-528","F.P. RDMBS,oop","Volume-2","Campus connect-Infosys"
"529","CE-529","F.P. DAA,SE,IWT,CSC","Volume-3","Campus connect-Infosys"
"530","CE-530","Data Mining concepts & techniques","Han Kamber","Elsevier "
"531","CE-531","UML distilled","Martin Fowler","PeArson"
"532","CE-532","Object oriented modeling and design with UML","Michael R Blaha,James Rumbaugh","PeArson"
"533","CE-533","Software Engineering","Rajib Mall","PHI"
"534","CE-534","Core Python Applications Programming","Wesley J. Chun","PeArson"
"535","CE-535","Data Structures","Dilip kumar sultania","Tech-Max Publication"
"536","CE-536","Computer Networks","J.S.Katre","Tech-Max Publication"
"537","CE-537","OPerating System","Vivek v. Jog","Tech-Max Publication"
"538","CE-538","Software Engineering","M.A.Ansari","Tech-Max Publication"
"539","CE-539","Advance Java","Ravi Majithia","Tech-Max Publication"
"540","CE-540","Image Processing","Dhananjay k. Theckedath","Tech-Max Publication"
"541","CE-541","Theory of Computation","Dilip kumar sultania","Tech-Max Publication"
"542","CE-542","Computer programming and utilization","Neelima Padmawar","Tech-Max Publication"
"543","CE-543","Object Oiented Programming with C++","Harish Narula","Tech-Max Publication"
"544","CE-544","Numerical and Statistical Methods for Computer Engineering","Dr A B Auti ","Tech-Max Publication"
"545","CE-545","Computer organization","Dilip kumar sultania","Tech-Max Publication"
"546","CE-546","Composing Mobile Apps","Anubhav Pradhan","Wiley"
"547","CE-547","Unix Network Programming","Richard Stevens","PHI"
"548","CE-548","Unix Network Programming","Richard Stevens","PHI"
"549","CE-549","Fundamental of Digital Circuits","A. Anand Kumar","PHI"
